title,date,text
Romanian Leu Lower Vs Dlr; Seen Stable On High Rates ,1999-04-02," BUCHAREST (Dow Jones)--The Romanian leu (ROL) is lower against the dollar Friday morning, and dealers predict that the unit will remain around current levels for most of the day. 

 At 0915 GMT, the dollar was between ROL14,850 and ROL15,000, up from between ROL14,700 and ROL14,900 late Thursday. 

 However, dealers said the leu remains stable as a result of increasing money market rates, which have led banks to invest more in leu deposits instead of buying dollars. The overnight money market rate was quoted at between 170% and 250% and the one-week deposit rate was between 170% and 280%. 

 However, dealers said the market has been calm since the National Bank of Romania's intervention Wednesday. The central bank intervened on foreign exchange and money markets in an attempt to halt the fast depreciation of the leu. 

 The central bank spokesman was quoted Friday in the media as saying the bank sold about $14 million Wednesday ""to make the (foreign exchange market) more functional."" 

 So far this year, the leu has depreciated by about 27%, compared with the central bank's official target of 40% for the whole of 1999. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 02-04-99 

 0924GMT 

 1869"
Romanian Leu Stronger Vs Dlr Early; Slight Fall Seen ,1999-04-01," BUCHAREST (Dow Jones)--The Romanian leu (ROL) is stronger against the dollar early Thursday but dealers predict that the unit might depreciate slightly over the day. 

 At 0710 GMT, the dollar was between ROL14,600 and ROL15,000, down from between ROL14,800 and ROL15,300 late Wednesday. 

 Dealers said the leu is stable in early trading as a result of the National Bank of Romania intervention Wednesday. The central bankintervened on foreign exchange and money markets in an attempt to halt the fast depreciation of the leu. 

 Dealers said the central bank was seen selling a ""few million"" dollars on the forex market and attracted leu deposits at high rates to drain the leu liquidity and prevent banks from investing in dollars. 

 On Thursday, the overnight money market rate was quoted at between 100% and 180% and the one-week deposit rate was at between 130% and 230%. 

 So far this year, the leu has depreciated 27.3%, compared with the central bank's official target of 40% depreciation for the whole of 1999. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 01-04-99 

 0731GMT 

 1869"
Romanian Ctrl Bk  Intervenes  To Halt The Leu's Fall -Dealers ,1999-03-31," BUCHAREST (Dow Jones)--The National Bank of Romania intervened on the foreign exchange and money markets Wednesday in an attempt to halt the fast depreciation of the leu (ROL), currency dealers said. 

 The central bank was seen selling a ""few million"" dollars on the forex market as the dollar was traded at between ROL15,450 and ROL15,650, dealers said. They also noted that the central bank attracted leu deposits at high rates to drain the leu liquidity and prevent banks from investing in dollars. 

 The central bank attracted one week deposits at rates between 150% and 200%, dealers said. 

 Dealers said the leu depreciation sharpened midday Wednesday amid increasing dollar demand from importers. They said the heavy demand for dollars will maintain the pressure on leu in the coming days. 

 After central bank intervention, the dollar was traded at between ROL14,700 and ROL15,150 but the leu resumed its depreciation trend later and the market closed at between ROL14,800 and ROL15,300 a dollar. 

 So far this year, the leu has depreciated 27.3%, compared with the central bank's official target of 40% depreciation for the whole of 1999. 

 Analysts said the central bank will have a difficult task trying to support the leu in the coming three months when Romania must repay almost $1 billion in foreign debts. 

 The central bank foreign exchange reserves were quoted at $1.5 billion at the end of last week. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires  31-03-99 

 1354GMT"
Romanian Leu Dn Vs Dlr In Thin Trade; Seen Falling Further ,1999-03-31," BUCHAREST (Dow Jones)--The Romanian leu (ROL) is lower against the dollar early Wednesday with dealers predicting that the unit will continue to fall over the day. 

 At 0745 GMT, the dollar was between ROL15,350 and ROL15,650, up from ROL15,250 and ROL15,300 late Tuesday. 

 Dealers said the leu depreciated in early trading amid increasing dollar demand from banks. ""There is high leu liquidity which makes banks want to buy dollars,"" a dealer at a foreign bank in Bucharest said. 

 However, dealers said the market remains calm in thin early trading. 

 The high leu liquidity has also pushed down money market rates. The overnight money market rate was quoted early Wednesday at between 50% and 100%, from between 100% and 180% Tuesday. The leu one week deposit rate was between 100% and 220%, down from 140% and 250% Tuesday. 

 Dealers said the National Bank of Romania might intervene on the money market Wednesday by attracting leu deposits at high rates to slow the unit's depreciation. 

 So far this year, the leu has depreciated 28.9%, compared with the central bank's official target of 40% depreciation for the whole of 1999. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 31-03-99 

 0754GMT 

 1869"
Romanian Ctrl Bk  Intervenes  To Halt The Leu's Fall -Dealers ,1999-03-31," BUCHAREST (Dow Jones)--The National Bank of Romania intervened on the foreign exchange and money markets Wednesday in an attempt to halt the fast depreciation of the leu (ROL), currency dealers said. 

 The central bank was seen selling a ""few million"" dollars on the forex market as the dollar was traded at between ROL15,450 and ROL15,650, dealers said. They also noted that the central bank attracted leu deposits at high rates to drain the leu liquidity and prevent banks from investing in dollars. 

 The central bank attracted one week deposits at rates between 150% and 200%, dealers said. 

 Dealers said the leu depreciation sharpened midday Wednesday amid increasing dollar demand from importers. They said the heavy demand for dollars will maintain the pressure on leu in the coming days. 

 After central bank intervention, the dollar was traded at between ROL14,700 and ROL15,150 but the leu resumed its depreciation trend later and the market closed at between ROL14,800 and ROL15,300 a dollar. 

 So far this year, the leu has depreciated 27.3%, compared with the central bank's official target of 40% depreciation for the whole of 1999. 

 Analysts said the central bank will have a difficult task trying to support the leu in the coming three months when Romania must repay almost $1 billion in foreign debts. 

 The central bank foreign exchange reserves were quoted at $1.5 billion at the end of last week. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 31-03-99 

 1354GMT"
Romanian leu firms on cenbank  intervention -dealers. ,1999-03-31," BUCHAREST, March 31 (Reuters) - Romania's central bank (BNR) sold dollars and soaked up money market funds to cap a downswing of the leu currency after the unit had touched 15,500/700 to the dollar, dealers said. 

 Some traders said the BNR might have spent about $15 million in its foreign exchange intervention, while it mopped up one-week money market funds at rates above 200 percent. 

 BNR officials were not immediately available to comment. 

 The leu firmed to some 14,700/15,000 after the BNR moves. It opened weaker at 15,400/600 from 15,250/400 at Tuesday's close. ((Mirela Eremia, Bucharest Newsroom 40-1 312-0264, fax +40 1 315-8448, bucharest.newsroom@reuters.com)). 

 (C) Reuters Limited 1999."
Romanian leu firm on cenbank  intervention  - dealers. ,1999-03-31," BUCHAREST, March 31 (Reuters) - Romania's central bank (BNR) sold dollars and soaked up money market funds to cap a downswing in the leu after the unit touched 15,500/700 to the dollar, dealers said. 

 Some traders said the BNR might have spent about $15 million in its foreign exchange intervention, while it mopped up one-week money market funds at rates above 200 percent. 

 BNR officials were not immediately available to comment. 

 The leu firmed to some 14,700/15,000 after the BNR moves. It opened weaker at 15,400/600 from 15,250/400 at Tuesday's close. ((Mirela Eremia, Bucharest Newsroom 40-1 312-0264, fax +40 1 315-8448, bucharest.newsroom@reuters.com)). 

 (C) Reuters Limited 1999."
Romanian Leu Lower Vs Dlr Early; Further Depreciation Seen ,1999-03-30," BUCHAREST (Dow Jones)--The Romanian leu (ROL) is lower against the dollar early Tuesday, with dealers predicting a further depreciation of the unit on heavy dollar demand. 

 At 0725 GMT, the dollar was between ROL15,000 and ROL15,250, up from ROL14,950 and ROL15,000 late Monday. 

 Dealers said the leu depreciated in early trading amid increasing dollar demand from banks that prefer to invest in dollars despite the high money market rates. The overnight money market rate was quoted early Tuesday at between 100% and 180%. The leu one week deposits rate was between 140% and 250%. 

 Dealers said the National Bank of Romania was seen intervening on money market Monday by attracting leu deposits at high rates to slow the unit's depreciation. They said the central bank might intervene again Tuesday to halt a major depreciation of the leu. 

 The Ministry of Finance late Monday sold only about ROL2 billion of its ROL188 billion three-month Treasury bill offer. The average yield was 80%. Dealers said that central bank interventions on the money market made T-bills unattractive for banks. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 30-03-99 

 0739GMT 

 1869"
Romanian Leu Lower Vs Dlr Early; Seen Depreciating Further ,1999-03-29," BUCHAREST (Dow Jones)--The Romanian leu (ROL) is lower against the dollar early Monday and dealers predict it is likely to continue depreciating amid lower money market rates. 

 At 0745 GMT, the dollar was between ROL14,850 and ROL14,950, up from ROL14,750 and ROL14,850 late Friday. 

 Dealers said the leu depreciated in early trading as decreasing money market rates led banks to invest in dollars. The overnight money market rate was quoted early Monday at between 70% and 130%, down from between 130% and 200% Friday. 

 Although the leu depreciation might deepen over the day, dealers said the National Bank of Romania isn't likely to intervene by attracting leu deposits at high rates as it wants to protect the ROL1.83 trillion Treasury bill auction scheduled for Tuesday. High money market rates would increase the T-bills yields, dealers said. 

 However, dealers said the central bank could intervene by selling dollars to halt a major depreciation of the leu. 

 The leu appreciated by almost 1% last week after it fell 8.7% in the previous week. So far this year, the leu has depreciated 26.1%, compared with the central bank's official target of 40% depreciation for the whole of 1999. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 29-03-99 

 0754GMT 

 1869"
Romanian Leu Steady Vs Dlr In Thin Early Trade ,1999-03-19," BUCHAREST (Dow Jones)--The Romanian leu (ROL) is seen steady against the dollar in thin but tense trade early Friday, currency dealers said. 

 At 0825 GMT, the dollar was between ROL15,500 and ROL16,800, little changed from late Thursday. 

 Dealers said trade was thin amid uncertainty over the future direction of the leu. A dealer at a foreign bank in Bucharest said the leu could continue to depreciate, although participants fear there could be intervention later in the day by the National Bank of Romania. 

 The leu dropped 1.4% against the dollar Thursday, with the market being hit by dollar sales at midday by profit-takers, which pushed the dollar down to between ROL12,000 and ROL14,500. But the leu resumed its depreciation trend later to close around ROL16,000 per dollar. 

 So far this year, the leu has depreciated 28.2%, compared with the central bank's official target of 40% depreciation for the whole of 1999. 

 The overnight money market rate was quoted Friday at between 50% and 100%, while the rates for one-week deposits were between 70% and 170%. 

 The central bank quoted its reference rate Wednesday at ROL15,115. 

Central bank governor Mugur Isarescu predicted Thursday that the foreign exchange market will return to calm and that the leu could appreciate. 

 Isarescu said the leu's depreciation in the past few days reflected the country's ailing economy. He said the fall has been exacerbated by rating agencies downgrading Romania's credit ratings, and by rumors in the media about the country possibly defaulting on foreign debts. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 19-03-99 

 0859GMT 

 1869"
EMERGING MARKETS-Romania on a knife-edge. ,1999-03-19," LONDON, March 19 (Reuters) - Romania is on a knife-edge, caught up in an ethical argument between foreign banks and the International Monetary Fund that could cost it crucial external funding and plunge it into further economic turmoil. 

 Overseas analysts said the eastern European country desperately needed foreign finance to stave off debt default and economic collapse, but an IMF diktat that banks must shoulder their share of the burden had put that support at risk. 

 ""You've got private finance saying it doesn't want to lend money, and the IMF saying 'If you don't want to lend money, why should we?'"" said Charles Robertson, emerging Europe economist at ING Barings in London. ""The Romanian authorities are stuck in the middle."" 

 A current account deficit of around seven percent of gross domestic product combined with a spike in debt service obligations mean Romania must bridge an external financing gap of at least $5 billion this year, analysts said. 

 Maturing debt amounts to $2.8-3.0 billion, of which about $1.0 billion falls due in May and June alone. 

 Lined up against that, Romania has foreign currency reserves of about $1.5 billion and gold reserves worth $900 million. 

 A privatisation programme is under way, but deals so far on companies such as telecom operator Romtelecom or oil refinery Petromidia have brought in little hard cash after debt write-offs and investment obligations are taken into account. 

 The country is seeking funding of around $1 billion from the World Bank and IMF this year, with approval needed from both institutions to unlock either loan. These would then pave the way for other multilateral funding. 

 But the IMF has told Romania it should refinance or roll over some $800 million in principal and interest coming due this year on two Eurobonds and a yen Samurai bond, arguing that it cannot be expected continually to bail out private investors. 

 Analysts said Romania was determined not to default on the bonds, and bankers said it had made no approach to that end. 

 But foreign reserves are already under siege from the sliding leu currency, currently bid on the interbank market at around 15,000 to the dollar against 11,000 at the start of 1999. 

 The central bank said on Thursday it would intervene to support the currency when and where needed. 

 ""Romania is in real trouble,"" said Nick Douch, emerging markets analyst at Barclays Capital. ""It's a classic case where if they continually intervene they worsen the credit risk."" 

 Analysts said Romania needed a weaker leu to ease its current account problems, but a currency freefall would spook investors and Romanians alike and could topple the fragile coalition government even before general elections next year. 

 One possible way through the May-June debt crunch is for Romania either to sell some gold reserves or - more probably - to use the gold as collateral for fresh commercial borrowing. 

 But Robertson at ING Barings said the IMF was likely to object to such an arrangement, arguing it would effectively run down Romania's reserves while insulating the banks from risk. 

 To gain IMF support the centre-right government must also press on with sweeping structural reforms, but the social pain that these inevitably cause is eroding its popular support. 

 Analysts said former communist and nationalist parties were waiting in the wings and could form a new government hostile to foreign investors. (C) Reuters Limited 1999."
=Exotic  Currency  Focus: Romanian Leu's Fate Linked To Debt ,1999-03-18," BUCHAREST (Dow Jones)--A deep economic recession and fears the country may default on its foreign debts sent the Romanian leu (ROL) tumbling against the dollar this week. 

 The leu's fate now hinges on the National Bank of Romania's dwindling ability to intervene on the foreign exchange markets, and the government's success in negotiating fresh loans from the International Monetary Fund and World Bank. 

 The leu has fallen 10.3% against the dollar so far this week, and closed at ROL16,000 Thursday. A further sharp depreciation of the currency could lead to inflation in excess of the 32% targeted by the government for 1999. 

 But the National Bank of Romania insists it has the power to halt the leu's decline. 

 ""The central bank will intervene both on the money market and foreign exchange market to steady the leu,"" the bank's chief economist, Valentin Lazea, told Dow Jones Newswires. 

 So far this year, the leu has depreciated by 28.2%. The central bank had planned to allow the currency to depreciate by 40% during the whole of 1999. 

 Lazea said that the leu's depreciation was ""normal"" until this week. But he said the currency's decline since Monday was being driven by speculators. 

 ""The normal value for the dollar would be between ROL14,000 and ROL15,000,"" he said. 


     Debt Repayments In May And June Crucial



But with the government set to draw on central bank currency reserves
to meet heavy debt repayments this year, many market participants doubt
the central bank's ability to defend the currency.



""The (central) bank can not afford to spend the reserves,"" said Serban
Ionescu, an analyst at Erste Bank in Bucharest.



The country must repay $1.54 billion of foreign debts this year, and
find the money to cover a $2.3 billion current account deficit. But the
central bank had only $1.59 billion at the end of February.



More than $800 million in principal and interest matures in May and
June, when analysts and officials see another hard time for the leu.



Lazea didn't exclude major fluctuations of the currency at that time,
similar to those experienced this week.



However, he said Romania will meet its May repayments, which include
$430 million in yen-denominated Samurai bonds lead managed by Nomura
International and a $250 million Eurobond lead managed by Merrill Lynch.
He said revenues from privatization will help preserve the central bankforeign exchange reserves.



But in order for the government to be able to meet its debt payments
and maintain some semblance of stability in the foreign exchange market,
it will have to persuade the International Monetary Fund and the World
Bank to resume lending.



The government is currently negotiating with the World bank a $300
million loan to support the country's badly needed structural reforms.
Conditional on the success of negotiations with the World Bank, an IMF
team will return to Bucharest in April, when a letter of intent for a
new stand-by loan might be signed.



     Officials Stand By Inflation Forecasts



Until there is clear sign of progress in these negotiations, the leu
is likely to remain weak, analysts said. But further leu weakness will
further damage an already stricken economy.



""The leu's decline is threatening the (country's) macroeconomic
stability,"" the central bank's Lazea said.



Speaking on national radio Thursday, National Bank Governor Mugur
Isarescu said the leu's weakness was in part a response to the
repatriation of $60 million of foreign investments in the Treasury bill
market. He said foreigners no longer want to hold the country's domestic
debt.


Currency dealers said the leu rallied against the dollar midday
Thursday amid dollar sales by some state-owned banks. The leu resumed
its depreciation trend later while the dealers predicted the market
might calm down in the next days if the central bank intervenes on the
market.



It may already be too late to meet the central bank's depreciation and
inflation targets for this year, however, although officials are
sticking to their forecasts for the time being.



""We remain at the same targets. Officially,"" the central bank's Lazea
said.



-By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro



(END) Dow Jones Newswires  18-03-99



1648GMT


 1106 1838"
Exotic  Currency  Focus: Romanian Leu's Fate Linked To Debt ,1999-03-18," BUCHAREST (Dow Jones)--A deep economic recession and fears the country may default on its foreign debts sent the Romanian leu (ROL) tumbling against the dollar this week. 

 The leu's fate now hinges on the National Bank of Romania's dwindling ability to intervene on the foreign exchange markets, and the government's success in negotiating fresh loans from the International Monetary Fund and World Bank. 

 The leu has fallen 10.3% against the dollar so far this week, and closed at ROL16,000 Thursday. A further sharp depreciation of the currency could lead to inflation in excess of the 32% targeted by the government for 1999. 

 But the National Bank of Romania insists it has the power to halt the leu's decline. 

 ""The central bank will intervene both on the money market and foreign exchange market to steady the leu,"" the bank's chief economist, Valentin Lazea, told Dow Jones Newswires. 

 So far this year, the leu has depreciated by 28.2%. The central bank had planned to allow the currency to depreciate by 40% during the whole of 1999. 

 Lazea said that the leu's depreciation was ""normal"" until this week. But he said the currency's decline since Monday was being driven by speculators. 

 ""The normal value for the dollar would be between ROL14,000 and ROL15,000,"" he said. 


     Debt Repayments In May And June Crucial



But with the government set to draw on central bank currency reserves
to meet heavy debt repayments this year, many market participants doubt
the central bank's ability to defend the currency.



""The (central) bank can not afford to spend the reserves,"" said Serban
Ionescu, an analyst at Erste Bank in Bucharest.



The country must repay $1.54 billion of foreign debts this year, and
find the money to cover a $2.3 billion current account deficit. But the
central bank had only $1.59 billion at the end of February.



More than $800 million in principal and interest matures in May and
June, when analysts and officials see another hard time for the leu.



Lazea didn't exclude major fluctuations of the currency at that time,
similar to those experienced this week.



However, he said Romania will meet its May repayments, which include
$430 million in yen-denominated Samurai bonds lead managed by Nomura
International and a $250 million Eurobond lead managed by Merrill Lynch.
He said revenues from privatization will help preserve the central bankforeign exchange reserves.



But in order for the government to be able to meet its debt payments
and maintain some semblance of stability in the foreign exchange market,
it will have to persuade the International Monetary Fund and the World
Bank to resume lending.



The government is currently negotiating with the World bank a $300
million loan to support the country's badly needed structural reforms.
Conditional on the success of negotiations with the World Bank, an IMF
team will return to Bucharest in April, when a letter of intent for a
new stand-by loan might be signed.



     Officials Stand By Inflation Forecasts



Until there is clear sign of progress in these negotiations, the leu
is likely to remain weak, analysts said. But further leu weakness will
further damage an already stricken economy.



""The leu's decline is threatening the (country's) macroeconomic
stability,"" the central bank's Lazea said.



Speaking on national radio Thursday, National Bank Governor Mugur
Isarescu said the leu's weakness was in part a response to the
repatriation of $60 million of foreign investments in the Treasury bill
market. He said foreigners no longer want to hold the country's domestic
debt.


Currency dealers said the leu rallied against the dollar midday
Thursday amid dollar sales by some state-owned banks. The leu resumed
its depreciation trend later while the dealers predicted the market
might calm down in the next days if the central bank intervenes on the
market.



It may already be too late to meet the central bank's depreciation and
inflation targets for this year, however, although officials are
sticking to their forecasts for the time being.



""We remain at the same targets. Officially,"" the central bank's Lazea
said.



-By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro



(END) DOW JONES NEWS  03-18-99



11:48 AM"
FOCUS- Romania  C.Bank vows to  intervene  on  currency . ,1999-03-18," BUCHAREST, March 18 (Reuters) - The governor of Romania's central bank (BNR) pledged on Thursday to intervene whenever required to support the leu currency after its sharp plunge this week on volatile markets. 

 ""We will intervene when and where it is needed,"" Mugur Isarescu told parliament's upper house, the Senate, a day after the leu sank more than five percent against the dollar, its largest single-day decline this year. 

 Separately, Finance Minister Traian Remes said the country will ""categorically"" not default on debt servicing payments this year. 

 The leu started the day by resuming its fall from Wednesday's close of 15,500/17,000 to the dollar, and swung between 11,000 and 16,000/18,000 at midday before being quoted at 15,000/17,000 in mid-afternoon. 

 Most dealers said the BNR was trying to sell some treasury notes from its portfolio but no deals appear to have been done. There was no apparent direct foreign exchange intervention. 

 The currency, which started the New Year at about 11,000 to the dollar, has been battered by poor economic performance and large trade deficits. Central bank officials say a correction is required as the currency has appreciated in real terms in the past two years due to high capital inflows. 

 Remes told reporters a promised plan to redress the leu's situation would be ready next week. He said he had ""no moral right"" to disclose details as this could affect markets at a critical point for the leu. 

 Isarescu said the bank had taken no action during Wednesday's big drop. The Finance Ministry had had to honour redemption of $60 million in domestic bonds, he said. 

 He said the central bank was now working with a projected leu depreciation of about 40 percent, compared to 31-32 percent as set down in the 1999 budget. Markets would quickly calm down and the depreciation would be more gradual from next month. 

 Analysts have expressed concern about Romania's ability to meet servicing of more than $2 billion in public debt, with a peak in May and June. The government is negotiating a new loan arrangement with the World Bank, a pre-requisite for further credits from the International Monetary Fund. 

 On Bucharest streets, the leu rebounded slightly at exchange offices from Wednesday's selling quotes of up to 23,000. 

 Passersby gaped at rates posted on billboards and calculated out loud the prices of imported goods. Dozens of shops selling appliances shut their doors and declared a day of stock-taking. 

 ""How much do you think they will push up the price of a mobile phone?"" one young man asked a friend. 

 Small queues formed outside banks of depositors trying to change leu deposits into hard currency. 

 Former Prime Minister Petre Roman, now Senate Chairman and leader of the Social Democrats, said the central bank had to intervene to protect the currency against speculation. 

 ""The central bank must intervene firmly to stem speculation and stabilise the currency,"" Roman told a news conference. 

 (C) Reuters Limited 1999."
Romania  C.Bank vows to  intervene  to boost  currency . ,1999-03-18," BUCHAREST, March 18 (Reuters) - The governor of Romania's central bank (BNR) pledged on Thursday to intervene whenever required to support the leu currency after its sharp plunge this week on volatile markets. 

 ""We will intervene when and where it is needed,"" Mugur Isarescu told parliament's upper house, the Senate, a day after the leu sank more than five percent against the dollar, its largest single-day decline this year. 

 ""The situation reflects tension accumulated within the economy and in public life. At the moment, there is a big psychological component reflected by big spreads on markets."" 

 The leu started the day by initially resuming its fall from Wednesday's close of 15,500/17,000 and then regained some of the lost ground. At mid-day, it was swinging wildly from quotes of 11,000 to 16,000/18,000 and by mid-afternoon, quotes were standing at 15,000/17,000. 

 Most dealers said the BNR was trying to sell some treasury notes from its portfolio but no deals appear to have been done. There was no apparent direct foreign exchange intervention. 

 But the currency was helped by dollar selling orders from corporate clients at mid-day. Orders were relatively moderate, but in the tumult even small amounts were prompting big swings. 

 The centrist coalition government cut its weekly meeting to 90 minutes and put off a discussion on a privatisation bill. Leaders of the four coalition parties agreed to meet next week to discuss the outlook for the currency. 

 Finance Minister Traian Remes told reporters a promised plan to redress the leu's situation would be ready next week. He said he had ""no moral right"" to disclose details as this could affect markets at a ""critical"" point for the leu. 

 Isarescu said the bank had taken no action during Wednesday's big drop. The Finance Ministry, he said, had had to honour redemption of $60 million in domestic bonds. 

 He said the central bank was now working with a projected leu depreciation of about 40 percent, compared to 31-32 percent as set down in the 1999 budget. Markets would quickly calm down and the depreciation would be more gradual from next month. 

 The leu, which started the New Year at about 11,000 to the dollar, has been battered by poor economic performance and large trade deficits. Central bank officials say a correction is required as the currency has appreciated in real terms in the past two years due to high capital inflows. 

 Analysts have expressed concern about Romania's ability to meet servicing of more than $2 billion in public debt, with a peak in May and June. The government is negotiating a new loan arrangement with the World Bank, a pre-requisite for further credits from the International Monetary Fund. 

 On Bucharest streets, the leu rebounded slightly at exchange offices from Wednesday's selling quotes of up to 23,000. 

 Passersby gaped at rates posted on billboards and calculated out loud the prices of imported goods. Dozens of shops selling appliances shut their doors and declared a day of stock-taking. 

 ""How much do you think they will push up the price of a mobile phone?"" one young man asked a friend. 

 Small queues formed outside banks of depositors trying to change leu deposits into hard currency. 

 Former Prime Minister Petre Roman, now Senate Chairman and leader of the Social Democrats, said the central bank had to intervene to protect the currency against speculation. 

 ""The central bank must intervene firmly to stem spculation and stabilise the currency,"" Roman told a news conference. 

 Isarescu said the bank's strategy called for a faster depreciation in the first months of the year and a more gradual decline from April. 

 After closing on Wednesday at 15,500/700, the currency was traded in volatile conditions through the morning. 

 The leu initially resumed its fall and then regained some of the lost ground. By mid-day, quotes ranged from 16,000/18,000 to 14,000/17,000 and most dealers said the central bank had taken no action on the market. 

 But the currency was helped by some dollar selling orders from corporate clients at mid-day. Orders were relatively moderate, but in the tumult even small amounts were prompting big swings. 

 The leu started the week at 13,850 to the dollar. At the New Year, it was trading at about 11,000. 

 ((Bucharest Newsroom +40 1 312-0264 fax +40 1 315-8448 e-mail bucharest.newsroom@reuters.com)). 

 (C) Reuters Limited 1999."
Romanian Leu Lower Vs Dlr Early; Further Fall Seen ,1999-03-17," BUCHAREST (Dow Jones)--The Romanian leu (ROL) is lower against the dollar early Wednesday, with dealers saying it might extend its slide over the day. 

 At 0805 GMT, the dollar was between ROL14,350 and ROL14,750, up from ROL14,200 and ROL14,600 late Tuesday. 

 The leu fell sharply in hectic trade Tuesday despite the National Bank of Romania's intervention on the money market, where it attracted leu deposits at very high rates in a bid to divert banks from investing in dollars. The central bank quoted its reference rate Tuesday at ROL14,040 per dollar, up 2.5% from Monday. 

 The dollar demand continued despite the central bank's interventions and some dealers said that only money market rates at around 400% could halt the leu's fall. 

 The overnight money market rate was quoted early Wednesday at between 160% and 280%, while the rate for one-week deposits was around 200%. 

 Dealers said trade was much calmer early Wednesday but predicted the leu's fast depreciation might resume at some point in the day if the central bank doesn't intervene on the market. 

 There was no comment from the central bank on the leu's fall. 

 Last week, central bank officials said that the ""nervous depreciation"" of the leu will halt around the end of March and will be followed by a ""gradual depreciation"" in April. The central bank sees a 40% depreciation of the leu this year, based on 32% annual inflation. 

 -By Cristi Cretzan; (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 17-03-99 

 0835GMT 

 1869"
Romanian Leu's Sharp Depreciation Spreads Panic ,1999-03-17," BUCHAREST (Dow Jones)--The depreciation of the Romanian leu has become critical after the currency fell sharply again Wednesday, market participants said. 

 The leu dropped 5.8% against the dollar in hectic trade Wednesday after a 2.5% fall Tuesday. So far this year, the leu has depreciated 27,2%, clearly overshooting the central bank's official target of 40% depreciation in 1999. 

 ""Everybody is desperate to buy dollars, at any price,"" a dealer at a foreign bank in Bucharest said. ""Somebody must do something to halt the trend, if it can or if it has the interest to do it,"" he said, referring to a possible intervention from Romania's central bank. 

Currency dealers said the fast depreciation trend could be stopped only by a massive intervention from the central bank. They said the longer the intervention is delayed, the higher the costs in terms of the value of the currency. 

 ""It is a moment of panic,"" said a top official at a foreign bank in Romania, adding that the leu's depreciation has been caused by speculative trading. ""The next two weeks will be crucial in proving whether the Romanian market is mature enough to return to normal,"" he said. 

 The leu's depreciation Wednesday also sparked panic among ordinary Romanians, who rushed to exchange savings in lei for dollars. In Bucharest, the exchanged houses bought the dollar at ROL16,000 and sold it at more than ROL18,000. 

 On the interbank foreign exchange market, the dollar closed at between ROL15,500 and ROL18,000, up from ROL14,400 and ROL14,500 early Wednesday and ROL14,200 and ROL14,600 late Tuesday. The National Bank of Romania quoted its reference rate at ROL14,900, from ROL14,040 Tuesday. 

 The leu's depreciation initially was seen as a positive sign by analysts. A weaker leu was expected to help the government narrow its current account deficit, which was estimated at $2.3 billion in 1998. Adding the $2.2 billion in foreign debts that must be repaid this year, it become clear that the central bank would have to choose between meeting payments and supporting the leu. 

 But the leu fall in the past days boosted concerns about the central bank's ability to halt the leu from disaster. 

 The official at the foreign bank said that the central bank is expected to intervene and calm the market by attracting leu deposits on money market and diverting banks from investing in dollars. A central bank intervention on the foreign exchange market, however, is unlikely as the central bank needs its foreign exchange reserves - quoted at $1.59 billion at the end of February - to pay back foreign debts. 

 But if the leu continues to fall, the central bank might need to intervene via administrative measures, such as implementing the crawling peg, the official said. 

 The central bank spokesman Adrian Vasilescu said in a radio interview Wednesday that the leu's depreciation trend won't continue in the coming days. 

 -By Cristi Cretzen (401) 210-8197; ccretzan@fx.ro 

 (END) Dow Jones Newswires 17-03-99 

 1825GMT 

 1196"
